datasetid,title,description,theme,keywords,license,license_url,languages,metadata_languages,timezone,modified,modified_updates_on_metadata_change,modified_updates_on_data_change,data_processed,metadata_processed,geographic_reference,geographic_reference_auto,territory,geometry_types,publisher,refs,records_count,attributions,federated,cycle,periodicity,is_finalzed
etablissements-artisanaux-actifs-au-31-12-2021,Etablissements artisanaux actifs au 31/12/2021 en Nouvelle-Calédonie,"<p>La Chambre de métiers et de l’artisanat (CMA-NC) assure la tenue du Répertoire des métiers, registre dans lequel sont inscrites les entreprises artisanales.
</p><p>Pour précision, une entreprise est qualifiée d’artisanale si elle remplit deux conditions : </p>
<ul><li>elle exerce à titre principal ou secondaire une activité enregistrée dans la NAFA (nomenclature des activité françaises de l’artisanat). On y retrouve 4 secteurs d’activités : le bâtiment, l’alimentation, la production, les services</li>
<li>elle emploie moins de 10 salariés au moment de sa création</li>
</ul>
<p>Ces entreprises peuvent avoir la forme d’une entreprise individuelle (communément appelée la « patente ») ou d’une société (SARL, SAS, …). 
</p><p>Ce registre est mis à jour au fur et à mesure des corrections, modifications et radiations apportées par les chefs d’entreprise ou le centre de formalités dans le cadre de campagne de fiabilisation ou de recensement.
</p><p>Le jeu de données mis à disposition par la CMA-NC reprend de manière anonyme des informations sur les établissements actifs (en activité) au Répertoire des métiers <b>au 31/12/2021</b>.
</p><p><u>Pour chaque établissement, il est indiqué les informations, ci-après, enregistrées au sein du Répertoire le concernant <b>au 31/12/2021</b> :</u></p> 
<ul><li>sa province de localisation
</li><li>sa commune de localisation
</li><li>son secteur d’activité
</li><li>le code NAFA<sup>(1)</sup> correspondant à son activité principale artisanale (ex : 4399CZ)
</li><li>le libellé NAFA de son activité principale artisanale (ex : travaux de maçonnerie générale et gros œuvre de bâtiment)
</li><li>sa date de création
</li><li>sa forme juridique
</li></ul>
<p>Aucune information présente dans le jeu de données ne permet d’identifier ni directement ni par un croisement une personne physique. 
</p><p>Source à mentionner lors de la réutilisation des données: <b><i>« CMA-NC – Données extraites du Répertoire des métiers au 31/12/2021 »</i></b> .</p>
<p>La CMA-NC réalise des analyses et des études plus détaillées à la demande. Pour plus d’informations : observatoire@cma.nc / 28 23 37</p> 
<p>
<sup>(1)</sup> La codification NAFA est une codification plus fine que celle de la NAF.  Par exemple, le code NAF 9602B pour l’activité de soins de beauté se décline en deux codes NAFA 9602BA et 9602BB pour respectivement des activités de soins de beauté en salon et hors salon. </p>
<p><b><u>Fréquence de mise à jour :</u> Aucune</b></p>","Économie, Emploi","entreprise,artisanat,NAFA,naf,economie,societe,patente,patentes,batiment,alimentation,production,services",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2022-09-22 23:16:33,false,true,2022-09-22 23:16:33,2022-10-20 03:51:38.378,fr_40_988,false,Nouvelle-Calédonie,,Chambre de métiers et de l'artisanat de Nouvelle-Calédonie,https://www.cma.nc/artisanat/moteur-de-l-economie,11334,Chambre de métiers et de l'artisanat de Nouvelle-Calédonie,false,,,false
sempex_202102,SEMPEX Prix des médicaments (Février 2021),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p><b>Ceci est la version de Février 2021.</b><br/>La colonne ""date d'application"" précise la date exacte d'entrée en vigueur des prix.</p>

<p><a href=""https://data.gouv.nc/explore/dataset/sempex_prix_medicaments_en_vigueur"" target=""_blank"">Cliquez ici</a> pour accéder au dernier jeu de données en vigueur.<br/>
<a href=""https://data.gouv.nc/explore/?disjunctive.theme&amp;disjunctive.publisher&amp;disjunctive.keyword&amp;disjunctive.attributions&amp;disjunctive.license&amp;sort=explore.popularity_score&amp;q=sempex"" target=""_blank"">Cliquez ici</a> pour consulter les autres jeux de données historisés depuis Janvier 2020.<br/>
<a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">Cliquez ici</a> pour accéder aux fichiers au format xlsx historisés depuis Mars 2018</p>","Santé, Social, Handicap","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2021-02-10 11:36:00,false,false,2021-02-11 02:52:54,2021-02-11 04:03:52.754,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,57843,Direction des Affaires Sanitaires et Sociales (DASS),false,Finalisé,Mensuelle,true
sempex_202010,SEMPEX Prix des médicaments (Octobre 2020),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p>Vous pouvez en télécharger la dernière version directement <a href=""ftp://ftp.gouv.nc/sempex/"" target=""_blank"">ici</a>.</p>

<p><span style=""font-weight: bolder;"">Ceci est la version qui était en vigueur au mois d'Octobre 2020.</span></p><p>En pièce jointe de ce jeu de données, vous trouverez:</p><ul><li><span style=""font-family: inherit; font-size: 0.833rem;"">Le calendrier des mises à jour à venir</span><br/></li></ul><p>Pour accéder aux fichiers historisés: <a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">ftp://ftp.gouv.nc/sempex/historique/</a></p>","Santé, Social, Handicap","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2020-10-10 09:15:00,false,false,2020-12-01 00:32:39,2020-12-01 00:35:42.807,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,56736,Direction des Affaires Sanitaires et Sociales (DASS),false,Finalisé,Mensuelle,true
sempex_202103,SEMPEX Prix des médicaments (Mars 2021),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p><b>Ceci est la version de Mars 2021.</b><br/>La colonne ""date d'application"" précise la date exacte d'entrée en vigueur des prix.</p>

<p><a href=""https://data.gouv.nc/explore/dataset/sempex_prix_medicaments_en_vigueur"" target=""_blank"">Cliquez ici</a> pour accéder au dernier jeu de données en vigueur.<br/>
<a href=""https://data.gouv.nc/explore/?disjunctive.theme&amp;disjunctive.publisher&amp;disjunctive.keyword&amp;disjunctive.attributions&amp;disjunctive.license&amp;sort=explore.popularity_score&amp;q=sempex"" target=""_blank"">Cliquez ici</a> pour consulter les autres jeux de données historisés depuis Janvier 2020.<br/>
<a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">Cliquez ici</a> pour accéder aux fichiers au format xlsx historisés depuis Mars 2018</p>","Santé, Social, Handicap","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2021-03-12 13:00:00,false,false,2021-04-12 03:47:37,2021-04-12 03:47:38.703,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,58061,Direction des Affaires Sanitaires et Sociales (DASS),false,Finalisé,Mensuelle,true
deploiement-de-la-fibre-optique-en-nouvelle-caledonie,Déploiement de la fibre optique en Nouvelle-Calédonie,"<p>Ce jeu de données présente le déploiement de la fibre optique sur l'ensemble du territoire de la Nouvelle-Calédonie. </p><p>Il provient de la <a href=""https://maps.opendata.opt.nc/"" target=""_blank"">plateforme Open Data SIG de l'OPT-NC</a>, d'où il est directement téléchargeable.<br/></p><p><font color=""red""><u>Pour visualiser et télécharger ce jeu de données:</u> Cliquer sur le lien ""Référence"" ci-dessous, une nouvelle fenêtre s'ouvrira et vous serez redirigé automatiquement vers le jeu de données correspondant.</font></p>","Technologie, Numérique, Sciences","   OPT, OPTNC",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2022-08-16 10:10:18,true,true,2020-01-20 04:45:15,2022-08-16 10:10:21.193,fr_60_988,true,Nouvelle-Calédonie,,Office des postes et télécommunications de Nouvelle-Calédonie (OPT-NC),https://maps.opendata.opt.nc/datasets/deploiementfibre,0,Office des postes et télécommunications de Nouvelle-Calédonie (OPT-NC),false,,,false
sempex_202008,SEMPEX Prix des médicaments (Août 2020),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p>Vous pouvez en télécharger la dernière version directement ici.</p><p><span style=""font-weight: bolder;"">Ceci est la version qui était en vigueur au mois d'Août 2020.</span><br/></p><p>En pièce jointe de ce jeu de données, vous trouverez:</p><ul><li>Le fichier XML du SEMPEX</li><li>Le calendrier des mises à jour à venir<br/></li></ul><p>Pour accéder aux fichiers historisés: <a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">ftp://ftp.gouv.nc/sempex/historique/</a></p>","Santé, Social, Handicap","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2020-08-12 11:33:00,false,false,2020-09-15 21:12:25,2020-09-15 21:12:26.146,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,55765,Direction des Affaires Sanitaires et Sociales (DASS),false,,,false
localisation-des-agences-opt-nc,Localisation des agences OPT-NC,"<p>Ce jeu de données présente la localisation des agences de l'OPT-NC sur l'ensemble du territoire de la Nouvelle-Calédonie.</p><p> 
Informations clientèle associées :
</p><ul><li>Horaires d'ouverture,
</li><li>Présence d'un conseiller,
</li><li>Présence de GAB (Guichet Automatique Bancaire).</li></ul>

<p>Ce jeu de données provient de la <a href=""https://maps.opendata.opt.nc/"" target=""_blank"">plateforme Open Data SIG de l'OPT-NC</a>, d'où il est directement téléchargeable.<br/></p><p><font color=""red""><u>Pour visualiser et télécharger ce jeu de données:</u> Cliquer sur le lien ""Référence"" ci-dessous, une nouvelle fenêtre s'ouvrira et vous serez redirigé automatiquement vers le jeu de données correspondant.</font></p>","Technologie, Numérique, Sciences","agence,   OPT,   OPT-NC, OPTNC",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2022-02-28 04:35:00,true,true,2020-06-17 21:40:56,2022-02-28 04:35:05.558,world_fr,true,France,,Office des postes et télécommunications de Nouvelle-Calédonie (OPT-NC),https://maps.opendata.opt.nc/datasets/agences,0,Office des postes et télécommunications de Nouvelle-Calédonie (OPT-NC),false,,,false
production-miniere-depuis-1875,Production minière depuis 1875,"<p>Ce jeu de données présente la production minière de Nouvelle-Calédonie depuis 1875.</p>
<p>
Il est produit par la Direction de l'Industrie, des Mines et de l'Energie (DIMENC).
</p>
<p><u>Remarque:</u> Lors de la mise à jour des données mensuelles, les données des mois précédents peuvent également être modifiées.</p>
<p><b><u>Fréquence de mise à jour :</u> Mensuelle</b>
<br/><b><u>Mise à jour:</u></b> <b>Juillet 2023</b></p>
<p>Pour plus d'informations: <a href=""https://dimenc.gouv.nc/mines-et-carrieres/presentation-et-missions"" target=""_blank"">https://dimenc.gouv.nc/mines-et-carrieres/presentation-et-missions</a></p>
","Énergie, Mines, Industrie","mine,carriere,production,saprolite,laterite,nickel,minerai",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf,fr,fr,,2023-08-28 04:15:42,false,true,2023-08-28 04:15:42,2023-08-28 04:15:42.382,fr_60_988,true,Nouvelle-Calédonie,,Gouvernement de la Nouvelle-Calédonie,https://dimenc.gouv.nc/mines-et-carrieres/les-statistiques,923,"Direction de l'Industrie, des Mines et de l'Energie (DIMENC)",false,,,false
situation-budgetaire-de-la-nouvelle-caledonie-depuis-2012,Situation budgétaire de la Nouvelle-Calédonie depuis 2012,"<p>Ce jeu de données présente la situation budgétaire de la Nouvelle-Calédonie depuis 2012.  <br/>
Il est produit par la <a href=""https://dbaf.gouv.nc/"" target=""_blank"">Direction du Budget et des Affaires Financières de la Nouvelle-Calédonie</a>.<br/>
Les données publiées sont celles du <u>dernier jour du mois</u>.</p>
<p><b><u>Fréquence de mise à jour :</u> Mensuelle</b></p>
<p>Plus d'informations sur les <a href=""https://dbaf.gouv.nc/rapports-budgetaires/rapports-budgetaires"" target=""_blank"">rapports budgétaires de la Nouvelle-Calédonie</a></p>
","Institutions, Administrations","budget,finance,compte,rapport,budgetaire,dbaf",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf,fr,fr,,2023-08-31 22:02:23,false,true,2023-08-31 22:02:23,2023-08-31 22:02:23.987,fr_60_988,true,Nouvelle-Calédonie,,Gouvernement de la Nouvelle-Calédonie,https://dbaf.gouv.nc/,22329,Direction du Budget et des Affaires Financières de la Nouvelle-Calédonie (DBAF),false,,,false
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,Food prices in 2013 in New Caledonia (Pacific Dataviz Challenge),"<p style=""text-align: center; ""><a href=""https://dataviz.pacificdata.org/"" target=""_blank""><img src=""https://data.gouv.nc/assets/theme_image/PACIFIC_DATAVIZ_CHALLENGE_COVER.jpg"" style=""width: 70%;""/></a><br/> </p> <p> On the occasion of the <a href=""https://dataviz.pacificdata.org/"" target=""_blank"">Pacific Dataviz Challenge 2023</a>, the Department of Economic Affairs (DAE) of the government of New Caledonia publishes all the prices of food products: <ul>   <li>transmitted automatically by sales areas greater than or equal to 350 m2</li>   <li>surveyed on field by administrative officers in smaller stores.</li> </ul> </p> <p> This data is used in particular to feed <a href=""https://prix.nc/"" target=""_blank"">the website</a> and the <a href=""https://prix.nc/presentation-appli-mobile"" target=""_blank"">mobile app Prix.nc</a>, and it aims to develop transparency to promote competition and preserve consumer purchasing power. </p> <p style=""text-align: center; ""><a href=""https://prix.nc/"" target=""_blank""><img src=""https://data.gouv.nc/assets/theme_image/PACIFIC_DATAVIZ_CHALLENGE_PRIX-NC_LOGO.png"" style=""width: 15%;""/></a> </p> <p><b><u>The data:</u></b><br/></p> <ul>     <li>Price data are available from 2012 to mid-2023: it is classified by consumption sector, consumption sub-sector, family, sub-family and variety.</li>     <li>The product names starting with the word ""DOUBLON"" (=""DOUBLE"" in english) is due to the fact that the product lines were historically created twice, but could not be deleted due to price lines already attached to these product names.</li>     <li>The ""TOP_500"" field (O=Yes, N=No) is based on the stores self-declaration, specifying that the product is identified among the store's best selling products. This field is not filled when prices are manually surveyed by the administrative officers.</li>     <li>The ""PRICE_STATEMENT_TYPE"" field indicates whether the price is transmitted automatically by the stores greater than or equal to 350 m² (Value = ""A""), or if the price is manually collected by the administrative officers (Value = ""T"").</li>     <li>Due to the large volumes of data, <b>this dataset only presents prices for year 2013.</b></li>     <li>To access the other years datasets: <a href=""https://data.gouv.nc/explore/?flg=en&amp;disjunctive.theme&amp;disjunctive.publisher&amp;disjunctive.keyword&amp;disjunctive.attributions&amp;disjunctive.license&amp;sort=explore.popularity_score&amp;refine.attributions=Direction%20des%20Affaires%20%C3%89conomiques%20(DAE)&amp;refine.keyword=PacificDatavizChallenge2023"" target=""_blank"">please click here</a>.</li>     <li>If you want to directly download the compressed archive containing all data from 2012 to 2023 (Size: 840 MB): <a href=""https://drive.google.com/u/0/uc?id=1FUUlu7HY4JXVH1jia9sDvZJQlW7uDNWb&amp;export=download"" target=""_blank"">please click here</a>.</li>      <li><u>To be noted:</u> The data relating to the stores (company number and address) are provided for information purposes only, some values may be missing.</li> </ul> <p><span style=""color:blue""><i><u>Highlight:</u> This dataset is produced specifically as part of the <a href=""https://dataviz.pacificdata.org/"" target=""_blank"">Pacific Dataviz Challenge 2023</a> and will no longer be accessible via the native API of <a href=""https://data.gouv.nc/pages/accueil/?flg=en"" target=""_blank"">data.gouv.nc</a> after October 31, 2023. Any interactive dataviz directly based on this dataset's native API will no longer be operational after this date. However, from November 1st, 2023, the data will remain available for download.</i></span></p>  <p><i><u>Note:</u>  Data owners strive to publish data with the highest possible quality; however, errors or gaps may remain. Indeed, we invite users to contribute to the improvement of data quality <a href=""https://data.gouv.nc/pages/signalez_erreur/?flg=en"" target=""_blank"">by notifying us of any inconsistencies or errors that may be detected.</a> <br/></i><br/></p>","Agriculture, Élevage, Pêche, Alimentation,Économie, Emploi","price,food,food,food,product,food,foodstore,trade,DAE,family,subfamily,discount,consumption,sector,variety,expensive cost of life,consumer,PacificDatavizChallenge,PacificDatavizChallenge2023",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf,"fr,en","fr,en",,2023-08-31 13:07:40,false,false,2023-08-29 23:35:12,2023-08-31 13:07:53.171,,false,,Point,Gouvernement de la Nouvelle-Calédonie,https://prix.nc/,801998,Direction des Affaires Économiques (DAE),false,,,false
sempex_202012,SEMPEX Prix des médicaments (Décembre 2020),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p>Vous pouvez en télécharger la dernière version directement <a href=""ftp://ftp.gouv.nc/sempex/"" target=""_blank"">ici</a>.</p>


<p><span style=""font-weight: bolder;"">Ceci est la version qui était en vigueur au mois de Décembre 2020.</span></p>
<p>En pièce jointe de ce jeu de données, vous trouverez:</p><ul><li><span style=""font-family: inherit; font-size: 0.833rem;"">Le calendrier des mises à jour à venir</span><br/></li></ul><p>Pour accéder aux fichiers historisés: <a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">ftp://ftp.gouv.nc/sempex/historique/</a></p>","Santé, Social, Handicap","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2020-12-09 22:31:00,false,false,2020-12-14 23:15:02,2020-12-14 23:15:03.904,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,57038,Direction des Affaires Sanitaires et Sociales (DASS),false,Finalisé,Mensuelle,true
sempex_202108,SEMPEX Prix des médicaments (Août 2021),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p>Vous pouvez en télécharger la dernière version directement ici.</p><p><span style=""font-weight: bolder;"">Ceci est la version qui était en vigueur au mois d'Août 2021.</span><br/></p><p>En pièce jointe de ce jeu de données, vous trouverez:</p><ul><li>Le fichier XML du SEMPEX</li><li>Le calendrier des mises à jour à venir<br/></li></ul><p>Pour accéder aux fichiers historisés: <a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">ftp://ftp.gouv.nc/sempex/historique/</a></p>","Health, Social, Disability","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf,fr,fr,,2021-08-09 13:00:00,false,false,2023-09-11 18:02:58,2023-09-11 18:02:58.821,fr_60_988,true,Nouvelle-Calédonie,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,53184,Direction des Affaires Sanitaires et Sociales (DASS),false,Finalisé,Mensuelle,true
sempex_202006,SEMPEX Prix des médicaments (Juin 2020),"<p>Le SEMPEX est la base de données des prix des médicaments bénéficiant d'une autorisation de mise sur le marché en Nouvelle-Calédonie.</p><p><b>Ceci est la version qui était en vigueur au mois de Juin 2020.</b></p><p>En pièce jointe de ce jeu de données, vous trouverez:</p><ul><li>Le fichier XML du SEMPEX</li><li>Le calendrier des mises à jour à venir<br/></li></ul><p>Pour accéder aux fichiers historisés: <a href=""ftp://ftp.gouv.nc/sempex/historique/"" target=""_blank"">ftp://ftp.gouv.nc/sempex/historique/</a></p>","Santé, Social, Handicap","medicament,pharmacie,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2020-06-08 09:21:00,false,false,2020-07-28 23:11:32,2021-07-06 21:31:31.722,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,ftp://ftp.gouv.nc/sempex/,54578,Direction des Affaires Sanitaires et Sociales (DASS),false,,,false
autorisations_importations_inspection_pharmacie_depuis_2008,Autorisations d'importation délivrées par l'inspection de la pharmacie depuis 2008,"<p>Ce jeu de données présente, depuis 2008, le nombre d'autorisations d'importation délivrées par l'inspection de la pharmacie de la Direction des Affaires Sanitaires et Sociales (DASS) de la Nouvelle-Calédonie.
</p><p><u>Description détaillée des types d'importations:</u></p><table class=""table table-bordered""><tbody><tr><td><b>Type</b></td><td><b>Description</b></td><td><b>Commentaires</b></td></tr><tr><td>PMI</td><td>Prothèse Mammaire Implantables<br/></td><td>Les PMI importées sont destinées à un usage thérapeutique ou esthétique<br/></td></tr><tr><td>AAI</td><td>Autorisation Administrative d'Importation<br/></td><td>A l'exception des médicaments à usage humain qui bénéficient d’une autorisation de mise sur le marché (délivrée par l’organisme national ou européen compétent), l'importation de médicaments est soumise à AAI délivrée par la direction des affaires sanitaires et sociales<br/></td></tr><tr><td>ATU</td><td>Autorisation Temporaires d'Utilisation<br/></td><td>Des spécialités pharmaceutiques qui ne bénéficient pas d’une autorisation de mise sur le marché peuvent, à titre exceptionnel, faire l’objet d’autorisations temporaires d’utilisation (ATU) délivrées par l’agence nationale de sécurité du médicament et des produits de santé (ANSM) si elles sont destinées à traiter des maladies graves ou rares, en l’absence de traitement approprié, lorsque la mise en œuvre du traitement ne peut être différée<br/></td></tr><tr><td>Machines à tatouer</td><td><br/></td><td><p>Le code de la santé publique applicable en Nouvelle-Calédonie réglemente la mise en œuvre des techniques de tatouage, de maquillage permanent et de perçage. Ces activités doivent notamment être déclarées auprès de la DASS et se conformer à des règles d'hygiène et de salubrité en vue de réduire les risques de contamination. Les machines à tatouer doivent bénéficier d'une autorisation d'importation délivrée par la DASS.</p><p>Plus d'informations <a href=""https://dass.gouv.nc/votre-sante-produits-de-sante-cosmetiques-etc/le-tatouage-le-percage-et-le-maquillage-permanent"" target=""_blank"">ici</a></p></td></tr></tbody></table><p><br/></p><p>Plus d'informations sur le site de la DASS: <a href=""https://dass.gouv.nc/votre-sante/les-produits-de-sante-cosmetiques-etc"" target=""_blank"">https://dass.gouv.nc/votre-sante/les-produits-de-sante-cosmetiques-etc</a> <br/></p><p><br/>
Plus d'informations sur les importations de produits pharmaceutiques sur service-public.nc: <a href=""https://service-public.nc/professionnels/secteurs/sante/importation-de-produits-pharmaceutiques"" target=""_blank"">ici</a>
<br/>
</p>","Santé, Social, Handicap","autorisation,importation,pharmacie,inspections,AAI,ATU,PMI,tatouer,tatoo,protege,mammaire,implant,tatoueur,tatouage,dass",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2019-12-31 03:23:37,false,true,2019-12-31 03:23:37,2020-06-18 09:02:20.46,world_fr,true,France,,Gouvernement de la Nouvelle-Calédonie,https://dass.gouv.nc/votre-sante/les-produits-de-sante-cosmetiques-etc,37,Direction des Affaires Sanitaires et Sociales (DASS),false,,,false
indicateurs-cafat,Indicateurs CAFAT,"<p>Ce jeu de données présente des indicateurs annuels de la CAFAT, depuis 2017.</p><p><u><b>Définitions:</b></u></p>
<table class=""table table-bordered""><tbody><tr><td>Nombre d'indépendants<br/></td><td>Ensemble des comptes cotisants relatifs à des travailleurs indépendants actifs au 31/12/N<br/></td></tr><tr><td>Nombre de comptes cotisants<br/></td><td><p>Nombre de comptes cotisants actifs  au 31 décembre N.<br/>Les comptes cotisants sont dénombrés autant de fois que de suffixes.<br/>Sont exclus des cotisants ""Etat JSD"" et ""Etat CDL"".<br/>Sont inclus les indépendants.</p></td></tr><tr><td>Nombre de retraités<br/></td><td>Ensemble des pensionnés ayant un dossier actif au 31/12/N.<br/></td></tr><tr><td>Nombre d'allocataires chômage<br/></td><td>Nombre moyen mensuel d'allocataires chômage<br/></td></tr><tr><td>Nombre de familles<br/></td><td>Nombre de foyers (dossiers) payés au moins une fois au titre des allocations familiales au 31/12/N <br/></td></tr><tr><td>Nombre de bénéficiaires RHPA (Régime Handicap &amp; Perte d'Autonomie)<br/></td><td>Ensemble des allocataires ayant bénéficié d'au moins une aide (prestation) du régime HPA au titre de l'année N<br/></td></tr></tbody></table><p><br/></p>","Institutions, Administrations,Santé, Social, Handicap,Économie, Emploi","recouvrement,independant,travailleur,compte,cotisant,allocataire,chomage,famille",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf,fr,fr,,2021-04-15 22:26:33,false,true,2021-04-15 22:26:33,2021-04-15 22:26:34.254,world_fr,true,France,,CAFAT,https://www.cafat.nc/,24,CAFAT,false,Finalisé,Annuelle,true
pontons-en-province-sud,Pontons en Province Sud,"<p>Ce jeu de données présente les pontons en Province Sud.</p><p>Offrir aux passionnés de la mer des facilités pour y accéder. C'est l'objectif de la province Sud, des municipalités et de tous leurs partenaires par la mise en place de pontons. Il en existe neuf en province Sud. Selon leur situation, ils ont une utilisation différente : très utilisés lors du passage de navires de croisières comme le petit wharf de Kuto de l’Île des Pins ; ou par les écoles de voiles, canoë-kayak ou Va’a (ponton des piroguiers au Mont-Dore) ; ou encore par les plagistes et entreprises de transport maritime type taxi boat (ponton du Château Royal à Nouméa).</p><p>Ils peuvent être ""ancrés"" ou"" flottants"", disposer d’un point d’eau, à proximité d’un parking et idéalement à côté d’une mise à l’eau comme le ponton de N’Géa à Nouméa.</p><p>Pour plus d'informations: <a href=""https://www.province-sud.nc/pontons"" target=""_blank"">https://www.province-sud.nc/pontons</a></p>","Jeunesse, Sports, Loisirs,Aménagement, Infrastructures, Territoire,Tourisme","ponton,bateau,navires a utilisations collectives,voies,taxi,bathymetries",Licence Ouverte v2.0,https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf,fr,fr,,2023-09-01 11:30:03,false,true,2023-09-01 11:30:03,2023-09-01 11:30:03.924,world,true,World,Point,Province Sud,https://www.province-sud.nc/searchweb/searchweb/DocSolr?classNaturalName=Ponton&limit=30&page=0&start=0&_responseMode=json,9,Province Sud,false,,,false
